"Call_Received_Date","Call_Received_Time","Incident_ID","Call_Method","Nature_Code_Description","Location_Address","Report_Number","Closing_Disposition/Cancel_Code","fileName"
2021-04-21,"07:54PM","210405256","PHONE DISTURBANCE & NOISE PARTY","","6TH ST/BURNETT AVE","","NOR","PressLog (3).pdf"
2021-04-21,"07:23PM","210405249","PHONE THEFT / FRAUD / FORGERY","","425 WELCH AVE","21001708","RPT","PressLog (3).pdf"
2021-04-21,"06:40PM","210405235","SELF TRAFFIC STOP / ENFORCEMENT","","E LINCOLN WAY/S BORNE AVE","","CIT","PressLog (3).pdf"
2021-04-21,"06:13PM","210405225","PHONE MEDICAL ASSIST/AMBULANCE CALL","","3300-157 GEORGE W CARVER AVE","","NRSP","PressLog (3).pdf"
2021-04-21,"05:55PM","210405218","PHONE ANIMAL CALL","","1800-BLK PHILADELPHIA ST","","INFO","PressLog (3).pdf"
2021-04-21,"05:54PM","210405217","SELF TRAFFIC STOP / ENFORCEMENT","","S 4TH ST/S WALNUT AVE","","CIT","PressLog (3).pdf"
2021-04-21,"05:46PM","210405215","PHONE CAR SEAT CHECK OR INSTALLATION","","515 CLARK AVE","","ASC","PressLog (3).pdf"
2021-04-21,"05:22PM","210405209","PHONE CIVIL MATTER","","4409-111 ONTARIO ST","","NOR","PressLog (3).pdf"
2021-04-21,"04:54PM","210405201","PHONE MEDICAL ASSIST/AMBULANCE CALL","","2310-24 24TH ST","","NRSP","PressLog (3).pdf"
2021-04-21,"04:53PM","210405199","SELF TRAFFIC STOP / ENFORCEMENT","","100 MAIN ST","","CIT","PressLog (3).pdf"
2021-04-21,"04:48PM","210405198","PHONE HIT & RUN PROPERTY DAMAGE","","319 S 17TH ST","","NOR","PressLog (3).pdf"
2021-04-21,"04:38PM","210405193","PHONE DISORDERLY CONDUCT","","4315 MARICOPA DR","21001707","RPT","PressLog (3).pdf"
2021-04-21,"04:36PM","210405192","SELF TRAFFIC STOP / ENFORCEMENT","","8TH ST/GRAND AVE","","WAR","PressLog (3).pdf"
2021-04-21,"04:21PM","210405187","SELF TRAFFIC STOP / ENFORCEMENT","","129 S DUFF AVE","","NOR","PressLog (3).pdf"
2021-04-21,"04:20PM","210405185","E911 MEDICAL ASSIST/AMBULANCE CALL","","2322 E 13TH ST","","NRSP","PressLog (3).pdf"
2021-04-21,"04:03PM","210405177","SELF TRAFFIC STOP / ENFORCEMENT","","526-106 MAIN ST","","CIT","PressLog (3).pdf"
2021-04-21,"03:55PM","210405173","PHONE THEFT / FRAUD / FORGERY","","230-427 CAMPUS AVE","21001706","RPT","PressLog (3).pdf"
2021-04-21,"03:49PM","210405171","SELF TRAFFIC STOP / ENFORCEMENT","","S 4TH ST/S GRAND AVE","","WAR","PressLog (3).pdf"
2021-04-21,"03:45PM","210405169","PHONE TRAFFIC HAZARD","","4700-BLK LINCOLN WAY","","NOR","PressLog (3).pdf"
2021-04-21,"03:32PM","210405162","W911 MOTOR VEH CRASH/PROP DAMAGE","","US HIGHWAY 30/S DAYTON AVE","21001705","RPT","PressLog (3).pdf"
2021-04-21,"03:32PM","","W911 MOTOR VEH CRASH/PROP DAMAGE","","US HIGHWAY 30/S DAYTON AVE","21001705","RPT","PressLog (3).pdf"
2021-04-21,"03:06PM","210405159","PHONE MOTOR VEH CRASH/PROP DAMAGE","","7TH ST/KELLOGG AVE","21001704","RPT","PressLog (3).pdf"
2021-04-21,"02:45PM","210405156","PHONE THEFT / FRAUD / FORGERY","","2607 NORTHRIDGE PKWY","21001703","RPT","PressLog (3).pdf"
2021-04-21,"02:07PM","210405152","PHONE THEFT / FRAUD / FORGERY","","1712 E LINCOLN WAY","","NOR","PressLog (3).pdf"
2021-04-21,"02:05PM","210405150","PHONE CIVIL MATTER","","508 LINCOLN WAY","","ASC","PressLog (3).pdf"
2021-04-21,"01:58PM","210405148","SELF TRAFFIC STOP / ENFORCEMENT","","600-BLK S 5TH ST","","CIT","PressLog (3).pdf"
2021-04-21,"01:54PM","210405145","PHONE MOTOR VEH CRASH/PROP DAMAGE","","2800-BLK E 13TH ST","21001701","RPT","PressLog (3).pdf"
2021-04-21,"01:38PM","210405141","PHONE MEDICAL ASSIST/AMBULANCE CALL","","1315-103 COCONINO RD","","NRSP","PressLog (3).pdf"
2021-04-21,"01:10PM","210405133","PHONE MEDICAL ASSIST/AMBULANCE CALL","","511 DUFF AVE","","DUP","PressLog (3).pdf"
2021-04-21,"12:49PM","210405123","PHONE SUSPICIOUS PERSON/VEH/ACTIVITY","","3911 TRIPP ST","21001702","RPT","PressLog (3).pdf"
2021-04-21,"12:44PM","210405120","PHONE TRESPASS","","515 DOUGLAS AVE","21001699","RPT","PressLog (3).pdf"
2021-04-21,"12:04PM","210405109","PHONE ESCORT BUSINESS/FUNERAL","","502 DOUGLAS AVE","","NOR","PressLog (3).pdf"
2021-04-21,"11:10AM","210405099","SELF TRAFFIC STOP / ENFORCEMENT","","ONTARIO ST/ALABAMA LN","","WAR","PressLog (3).pdf"
2021-04-21,"10:59AM","210405098","SELF TRAFFIC STOP / ENFORCEMENT","","3820 ONTARIO ST","","WAR","PressLog (3).pdf"
2021-04-21,"10:56AM","210405097","SELF TRAFFIC STOP / ENFORCEMENT","","GARFIELD AVE/ONTARIO ST","","NAT","PressLog (3).pdf"
2021-04-21,"10:44AM","210405095","SELF TRAFFIC STOP / ENFORCEMENT","","1317 NORTH DAKOTA AVE","","CIT","PressLog (3).pdf"
2021-04-21,"10:31AM","210405093","SELF TRAFFIC STOP / ENFORCEMENT","","ONTARIO ST/ALABAMA LN","","CIT","PressLog (3).pdf"
2021-04-21,"10:28AM","210405091","PHONE MEDICAL ASSIST/AMBULANCE CALL","","4002 BERKSHIRE AVE","","NAT","PressLog (3).pdf"
2021-04-21,"10:28AM","","PHONE MEDICAL ASSIST/AMBULANCE CALL","","4002 BERKSHIRE AVE","","NAT","PressLog (3).pdf"
2021-04-21,"10:28AM","","PHONE MEDICAL ASSIST/AMBULANCE CALL","","4002 BERKSHIRE AVE","","NAT","PressLog (3).pdf"
2021-04-21,"10:17AM","210405087","SELF TRAFFIC STOP / ENFORCEMENT","","ONTARIO ST/ALABAMA LN","","WAR","PressLog (3).pdf"
2021-04-21,"10:08AM","210405084","SELF TRAFFIC STOP / ENFORCEMENT","","ONTARIO ST/GARFIELD AVE","","WAR","PressLog (3).pdf"
2022-06-07,"05:17AM","220601617","SELF","TRAFFIC STOP / ENFORCEMENT","148 MM US HIGHWAY 30 E","","WAR","PressLog (4).pdf"
2022-06-07,"05:02AM","220601616","PHONE","GENERAL ALARM BANK / RESIDENTI","3619 STANGE RD","","BIL","PressLog (4).pdf"
2022-06-07,"05:00AM","220601615","SELF","TRAFFIC STOP / ENFORCEMENT","148 MM US HIGHWAY 30 E","","WAR","PressLog (4).pdf"
2022-06-07,"04:00AM","220601612","SELF","TRAFFIC STOP / ENFORCEMENT","S DUFF AVE/S 3RD ST","","WAR","PressLog (4).pdf"
2022-06-07,"02:59AM","220601606","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1310 LINCOLN WAY","","ASC","PressLog (4).pdf"
2022-06-07,"12:44AM","220601595","W911","MEDICAL ASSIST/AMBULANCE CALL","108 WREN ST","","NRSP","PressLog (4).pdf"
2022-06-07,"12:23AM","220601588","SELF","TRAFFIC STOP / ENFORCEMENT","KINGSBURY AVE/E LINCOLN WAY","","WAR","PressLog (4).pdf"
2022-06-07,"12:17AM","220601587","PHONE","FIREWORKS COMPLAINT","ROWLING DR/LAWRENCE AVE","","NOR","PressLog (4).pdf"
2022-06-07,"12:04AM","220601586","SELF","TRAFFIC STOP / ENFORCEMENT","428 STONEHAVEN DR","22001980","ARR","PressLog (4).pdf"
2022-06-06,"11:45PM","220601581","PHONE","CITIZEN CONTACT","4506 LINCOLN WAY","","INFO","PressLog (4).pdf"
2022-06-06,"11:32PM","220601578","SELF","TRAFFIC STOP / ENFORCEMENT","UNIVERSITY BLVD/LINCOLN WAY","","CIT","PressLog (4).pdf"
2022-06-06,"10:55PM","220601572","PHONE","SHOTS FIRED","619 S 17TH ST","","NOR","PressLog (4).pdf"
2022-06-06,"10:37PM","220601569","PHONE","PUBLIC INTOXICATION","WELCH AVE/CHAMBERLAIN ST","22001979","ARR","PressLog (4).pdf"
2022-06-06,"10:37PM","","PHONE","PUBLIC INTOXICATION","WELCH AVE/CHAMBERLAIN ST","22001979","ARR","PressLog (4).pdf"
2022-06-06,"09:56PM","220601565","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","636 LINCOLN WAY","","NOR","PressLog (4).pdf"
2022-06-06,"09:52PM","220601564","SELF","TRAFFIC STOP / ENFORCEMENT","24TH ST/MELROSE AVE","","CIT","PressLog (4).pdf"
2022-06-06,"08:58PM","220601558","PHONE","MOTOR VEH CRASH/PROP DAMAGE","640 LINCOLN WAY","","NOR","PressLog (4).pdf"
2022-06-06,"08:19PM","220601552","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","13TH ST/CURTISS AVE","","UTL","PressLog (4).pdf"
2022-06-06,"08:15PM","220601550","SELF","TRAFFIC STOP / ENFORCEMENT","SOUTH DAKOTA AVE/STEINBECK ST","","ASC","PressLog (4).pdf"
2022-06-06,"07:59PM","220601547","PHONE","DISORDERLY CONDUCT","116 WELCH AVE","","CBC","PressLog (4).pdf"
2022-06-06,"07:46PM","220601546","PHONE","HIT & RUN PROPERTY DAMAGE","5356 MORTENSEN RD","22001977","RPT","PressLog (4).pdf"
2022-06-06,"07:41PM","220601545","PHONE","JUVENILE TROUBLE","2705 LAUREL ST","","NOR","PressLog (4).pdf"
2022-06-06,"07:24PM","220601543","PHONE","LAW DEPARTMENT ASSIST","640 LINCOLN WAY","22001976","RPT","PressLog (4).pdf"
2022-06-06,"06:48PM","220601539","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3300-186A GEORGE W CARVER AVE","","NRSP","PressLog (4).pdf"
2022-06-06,"06:48PM","220601537","PHONE","MEDICAL ASSIST/AMBULANCE CALL","4610 TWAIN ST","","NRSP","PressLog (4).pdf"
2022-06-06,"06:26PM","220601531","PHONE","GENERAL ALARM BANK / RESIDENTI","612 KELLOGG AVE","","BIL","PressLog (4).pdf"
2022-06-06,"06:01PM","220601527","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","S 3RD ST/S WALNUT AVE","","UTL","PressLog (4).pdf"
2022-06-06,"05:44PM","220601525","PHONE","PRIVATE TOW","1206 S 4TH ST","","PTOW","PressLog (4).pdf"
2022-06-06,"04:05PM","220601510","PHONE","PARKING ENFORCEMENT/COMPLAINT","MINNESOTA AVE/KINGMAN RD","","CIT","PressLog (4).pdf"
2022-06-06,"04:00PM","220601508","PHONE","RECKLESS DRIVER","UNIVERSITY BLVD/US HIGHWAY 30 RAMP","","CINF","PressLog (4).pdf"
2022-06-06,"03:54PM","220601506","PHONE","TRESPASS","201 E LINCOLN WAY","","GIE","PressLog (4).pdf"
2022-06-06,"03:42PM","220601496","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3426 ORION DR","","NRSP","PressLog (4).pdf"
2022-06-06,"03:42PM","220601495","PHONE","CIVIL MATTER","1006 LINCOLN WAY","","NOR","PressLog (4).pdf"
2022-06-06,"03:29PM","220601490","PHONE","MOTORIST ASSISTANCE","S DUFF AVE/S 5TH ST","","UTL","PressLog (4).pdf"
2022-06-06,"03:12PM","220601486","PHONE","PARKING ENFORCEMENT/COMPLAINT","335 BELL AVE","","CBC","PressLog (4).pdf"
2022-06-06,"03:05PM","220601484","PHONE","THEFT / FRAUD / FORGERY","305 6TH ST","22001973","RPT","PressLog (4).pdf"
2022-06-06,"03:05PM","220601483","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3306-8 GRAND AVE","","NAT","PressLog (4).pdf"
2022-06-06,"03:01PM","220601480","PHONE","SCAM","2412 FERNDALE AVE","","ASC","PressLog (4).pdf"
2022-06-06,"02:44PM","220601474","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3306-8 GRAND AVE","","NRSP","PressLog (4).pdf"
2022-06-06,"01:55PM","220601466","PHONE","SCAM","4205 CARTIER AVE","22001972","RPT","PressLog (4).pdf"
2022-06-06,"01:11PM","220601461","PHONE","REPOSSESSION","823 BURNETT AVE","","REPO","PressLog (4).pdf"
2022-06-06,"12:15PM","220601453","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","703 CRAWFORD AVE","","ASC","PressLog (4).pdf"
2022-06-06,"12:10PM","220601451","PHONE","RECKLESS DRIVER","STANGE RD/BLOOMINGTON RD","","UTL","PressLog (4).pdf"
2022-06-06,"11:27AM","220601446","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3440-406 GRAND AVE","","NRSP","PressLog (4).pdf"
2022-06-06,"10:38AM","220601431","E911","MEDICAL ASSIST/AMBULANCE CALL","428-16 STONEHAVEN DR","","NRSP","PressLog (4).pdf"
2022-06-06,"10:25AM","220601427","PHONE","CIVIL MATTER","1418 S DAYTON PL","","ASC","PressLog (4).pdf"
2022-06-06,"09:56AM","220601419","PHONE","REPOSSESSION","217 S 5TH ST","","REPO","PressLog (4).pdf"
2022-06-06,"09:46AM","220601414","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3001-222 REGENCY CT","","NRSP","PressLog (4).pdf"
2022-06-06,"09:32AM","220601411","PHONE","TRESPASS","201 E LINCOLN WAY","","ASC","PressLog (4).pdf"
2022-06-06,"09:28AM","220601410","PHONE","THEFT / FRAUD / FORGERY","421 STONEHAVEN DR","22001970","RPT","PressLog (4).pdf"
2022-06-06,"09:21AM","220601406","PHONE","CIVIL MATTER","4112-203 LINCOLN SWING","","NOR","PressLog (4).pdf"
2022-06-06,"09:09AM","220601403","PHONE","THEFT / FRAUD / FORGERY","3612 STANGE RD","22001971","RPT","PressLog (4).pdf"
2022-06-06,"08:56AM","220601400","E911","MEDICAL ASSIST/AMBULANCE CALL","1801-J16 20TH ST","","NRSP","PressLog (4).pdf"
2022-06-06,"08:44AM","220601398","PHONE","SCAM","3732-533 TRIPP ST","","NOR","PressLog (4).pdf"
2022-06-06,"08:38AM","220601396","PHONE","TRESPASS","225 S KELLOGG AVE","","ASC","PressLog (4).pdf"
2022-06-06,"08:38AM","","PHONE","TRESPASS","225 S KELLOGG AVE","","ASC","PressLog (4).pdf"
2022-06-06,"08:31AM","220601394","PHONE","THEFT / FRAUD / FORGERY","431 WHITNEY AVE","22001969","RPT","PressLog (4).pdf"
2022-06-06,"08:29AM","220601391","PHONE","CITIZEN CONTACT","515 CLARK AVE","","UTL","PressLog (4).pdf"
2022-06-06,"07:54AM","220601385","PHONE","PARKING ENFORCEMENT/COMPLAINT","4325 TODD DR","","UTL","PressLog (4).pdf"
2022-06-06,"07:20AM","220601375","PHONE","THEFT / FRAUD / FORGERY","412 HAYWARD AVE","22001968","RPT","PressLog (4).pdf"
2022-06-06,"07:08AM","220601370","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1706 LEDGES DR","","ASC","PressLog (4).pdf"
2022-06-06,"07:08AM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1706 LEDGES DR","","ASC","PressLog (4).pdf"
2022-06-06,"06:48AM","220601366","PHONE","MEDICAL ASSIST/AMBULANCE CALL","919-201 S 16TH ST","","NRSP","PressLog (4).pdf"
2022-06-06,"06:45AM","220601362","PHONE","TESTING OR INSTALLING","515 CLARK AVE","","NRSP","PressLog (4).pdf"
2022-06-06,"06:31AM","220601361","PHONE","911 HANG UP / INCOMPLETE CALL","515 CLARK AVE","","INFO","PressLog (4).pdf"
2022-06-06,"03:20AM","220601341","PHONE","EQUIPMENT/SIGN MALFUNCTION","WELCH AVE/STORM ST","","ASC","PressLog (4).pdf"
2022-06-06,"02:21AM","220601334","E911","911 HANG UP / INCOMPLETE CALL","1120 MARSTON AVE","","NOR","PressLog (4).pdf"
2022-06-06,"02:01AM","220601327","PHONE","CITIZEN CONTACT","221-25 S OAK AVE","","ASC","PressLog (4).pdf"
2022-06-06,"01:55AM","220601326","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","2137 ISAAC NEWTON DR","","ASC","PressLog (4).pdf"
2022-06-06,"01:55AM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","2137 ISAAC NEWTON DR","","ASC","PressLog (4).pdf"
2022-06-06,"01:43AM","220601324","W911","DISORDERLY CONDUCT","318 E LINCOLN WAY","","UTL","PressLog (4).pdf"
2022-06-06,"01:40AM","220601323","PHONE","HARASSMENT","515 CLARK AVE","","ASC","PressLog (4).pdf"
2022-06-06,"01:10AM","220601315","W911","MEDICAL ASSIST/AMBULANCE CALL","2611-123 LUTHER DR","","NRSP","PressLog (4).pdf"
2022-06-06,"12:05AM","220601301","E911","MEDICAL ASSIST/AMBULANCE CALL","4912-514 MORTENSEN RD","","NRSP","PressLog (4).pdf"
2022-06-05,"10:51PM","220601295","PHONE","BURGLARY / ATTEMPTED BURGLARY","440-222 E 7TH ST","","CBC","PressLog (4).pdf"
2022-06-05,"10:02PM","220601291","PHONE","HARASSMENT","3306-12 GRAND AVE","","ASC","PressLog (4).pdf"
2022-06-05,"08:50PM","220601285","PHONE","DISORDERLY CONDUCT","421 S DUFF AVE","","CBC","PressLog (4).pdf"
2022-06-05,"08:21PM","220601278","PHONE","TRESPASS","3105 GRAND AVE","","UTL","PressLog (4).pdf"
2022-06-05,"11:26AM","220601188","PHONE","MEDICAL ASSIST/AMBULANCE CALL","4136-306 LINCOLN SWING","","NRSP","PressLog (4).pdf"
2022-06-05,"10:37AM","220601184","PHONE","CIVIL MATTER","209-113 S OAK AVE","","ASC","PressLog (4).pdf"
2022-06-05,"10:31AM","220601182","PHONE","BURGLARY TO MOTOR VEHICLE","3321 PERIDOT AVE","22001962","RPT","PressLog (4).pdf"
2022-06-05,"10:18AM","220601180","PHONE","HARASSMENT","221-208 CRYSTAL ST","22001963","RPT","PressLog (4).pdf"
2022-06-05,"10:18AM","","PHONE","HARASSMENT","221-208 CRYSTAL ST","22001963","RPT","PressLog (4).pdf"
2022-06-05,"10:17AM","220601178","PHONE","MEDICAL ASSIST/AMBULANCE CALL","1801-H12 20TH ST","","GIE","PressLog (4).pdf"
2022-06-05,"09:04AM","220601172","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","FREEL DR/SE 5TH ST","","NOR","PressLog (4).pdf"
2022-06-05,"08:49AM","220601169","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3440-101 GRAND AVE","","NRSP","PressLog (4).pdf"
2022-06-05,"08:20AM","220601166","PHONE","GENERAL ALARM BANK / RESIDENTI","1111 DUFF AVE","","NBA","PressLog (4).pdf"
2022-06-05,"08:04AM","220601162","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","3600 LINCOLN WAY","","NOR","PressLog (4).pdf"
2022-06-05,"07:39AM","220601159","PHONE","CIVIL MATTER","4634 HEMINGWAY DR","","NOR","PressLog (4).pdf"
2022-06-05,"07:39AM","","PHONE","CIVIL MATTER","4634 HEMINGWAY DR","","NOR","PressLog (4).pdf"
2022-06-05,"07:07AM","220601156","PHONE","GENERAL ALARM BANK / RESIDENTI","1901 E LINCOLN WAY","","BIL","PressLog (4).pdf"
2022-06-05,"07:06AM","220601155","PHONE","SHOTS FIRED","2318 JENSEN AVE","","UTL","PressLog (4).pdf"
2022-06-05,"06:35AM","220601150","E911","MEDICAL ASSIST/AMBULANCE CALL","4912-514 MORTENSEN RD","","NRSP","PressLog (4).pdf"
2022-06-05,"06:20AM","220601146","PHONE","MEDICAL ASSIST/AMBULANCE CALL","124 S HAZEL AVE","","NRSP","PressLog (4).pdf"
2022-06-05,"05:19AM","220601140","SELF","DISORDERLY CONDUCT","2321-100 NORTH LOOP DR","","NOR","PressLog (4).pdf"
2022-06-05,"04:40AM","220601134","W911","GENERAL ASSAULT","2321-100 NORTH LOOP DR","22001961","RPT","PressLog (4).pdf"
2022-06-05,"03:43AM","220601129","E911","DISORDERLY CONDUCT","209-113 S OAK AVE","22001959","RPT","PressLog (4).pdf"
2022-06-05,"03:17AM","220601127","PHONE","HARASSMENT","4409-5 TORONTO ST","22001960","ARR","PressLog (4).pdf"
2022-06-05,"03:10AM","220601125","PHONE","DISTURBANCE & NOISE PARTY","3600-BLK WOODLAND ST","","UTL","PressLog (4).pdf"
2022-06-05,"02:52AM","220601123","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1605 6TH ST","","ASC","PressLog (4).pdf"
2022-06-05,"02:22AM","220601121","SELF","LAW DEPARTMENT ASSIST","LINCOLN WAY/GRAND AVE","","NOR","PressLog (4).pdf"
2022-06-05,"01:49AM","220601117","E911","DISORDERLY CONDUCT","1231-11 NORTH DAKOTA AVE","","NAT","PressLog (4).pdf"
2022-06-05,"01:19AM","220601114","PHONE","HARASSMENT","430-112 E 7TH ST","22001958","RPT","PressLog (4).pdf"
2022-06-05,"12:38AM","220601106","PHONE","DISTURBANCE & NOISE PARTY","CALHOUN AVE/ADAMS ST","","NOR","PressLog (4).pdf"
2022-06-04,"04:47PM","220600993","PHONE","LAW DEPARTMENT ASSIST","16124 PLEASANT VALLEY RD","","ASC","PressLog (4).pdf"
2022-06-04,"03:30PM","220600979","SELF","TRAFFIC STOP / ENFORCEMENT","LINCOLN WAY/WELCH RD","22001955","RPT","PressLog (4).pdf"
2022-06-04,"03:28PM","220600978","PHONE","RECKLESS DRIVER","LINCOLN WAY/WILMOTH AVE","","UTL","PressLog (4).pdf"
2022-06-04,"02:39PM","220600969","E911","MEDICAL ASSIST/AMBULANCE CALL","700 SE 16TH ST","","NRSP","PressLog (4).pdf"
2022-06-04,"02:37PM","220600966","PHONE","PARKING ENFORCEMENT/COMPLAINT","ROXBORO DR/GRAYHAWK AVE","","NOR","PressLog (4).pdf"
2022-06-04,"02:19PM","220600963","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","3404 COY ST","","UTL","PressLog (4).pdf"
2022-06-04,"01:27PM","220600956","SELF","TRAFFIC STOP / ENFORCEMENT","ONTARIO ST/MINNESOTA AVE","","CIT","PressLog (4).pdf"
2022-06-04,"01:00PM","220600953","SELF","TRAFFIC STOP / ENFORCEMENT","DUFF AVE/8TH ST","22001953","RPT","PressLog (4).pdf"
2022-06-04,"12:45PM","220600950","PHONE","MEDICAL ASSIST/AMBULANCE CALL","1404 S DUFF AVE","","NRSP","PressLog (4).pdf"
2022-06-04,"12:41PM","220600946","PHONE","MOTOR VEH CRASH/PROP DAMAGE","DUFF AVE/6TH ST","22001954","RPT","PressLog (4).pdf"
2022-06-04,"11:47AM","220600937","PHONE","PARKING ENFORCEMENT/COMPLAINT","406 KEN MARIL RD","","ASC","PressLog (4).pdf"
2022-06-04,"11:40AM","220600936","PHONE","LAW DEPARTMENT ASSIST","4103 CRESTMOOR AVE","","NOR","PressLog (4).pdf"
2022-06-04,"11:40AM","220600935","PHONE","DISORDERLY CONDUCT","3306-8 GRAND AVE","","ASC","PressLog (4).pdf"
2022-06-04,"11:00AM","220600929","SELF","TRAFFIC STOP / ENFORCEMENT","E LINCOLN WAY/SUMNER AVE","","CIT","PressLog (4).pdf"
2022-06-04,"10:35AM","220600925","PHONE","PARKING ENFORCEMENT/COMPLAINT","239 KELLOGG AVE","","NOR","PressLog (4).pdf"
2022-06-04,"09:57AM","220600922","PHONE","TRESPASS","3709 TRIPP ST","","CBC","PressLog (4).pdf"
2022-06-04,"09:29AM","220600917","PHONE","THEFT / FRAUD / FORGERY","DOUGLAS AVE/6TH ST","22001952","RPT","PressLog (4).pdf"
2022-06-04,"09:28AM","220600916","PHONE","PARKING ENFORCEMENT/COMPLAINT","340 WILDER BLVD","","NOR","PressLog (4).pdf"
2022-06-04,"09:21AM","220600914","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2920 HARRISON RD","","NRSP","PressLog (4).pdf"
2022-06-04,"07:56AM","220600903","PHONE","TRAFFIC HAZARD","100-BLK WELCH AVE","","NOR","PressLog (4).pdf"
2022-06-04,"07:37AM","220600901","PHONE","BURGLARY TO MOTOR VEHICLE","221 CRYSTAL ST","22001950","RPT","PressLog (4).pdf"
2022-06-04,"07:34AM","220600900","PHONE","CIVIL MATTER","1111 DUFF AVE","","ASC","PressLog (4).pdf"
2022-06-04,"07:27AM","220600898","PHONE","ANIMAL CALL","3200-BLK WEST ST","","NOR","PressLog (4).pdf"
2022-06-04,"06:43AM","220600895","PHONE","VANDALISM / CRIMINAL MISCHIEF","132 WELCH AVE","22001951","RPT","PressLog (4).pdf"
2022-06-04,"05:40AM","220600890","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","UNIVERSITY BLVD/MORTENSEN PKWY","","UTL","PressLog (4).pdf"
2022-06-04,"05:40AM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","UNIVERSITY BLVD/MORTENSEN PKWY","","UTL","PressLog (4).pdf"
2022-06-04,"03:35AM","220600880","E911","SUSPICIOUS PERSON/VEH/ACTIVITY","2122 LINCOLN WAY","22001949","ARR","PressLog (4).pdf"
2022-06-04,"02:51AM","220600875","E911","PUBLIC INTOXICATION","919-213 S 16TH ST","22001948","ARR","PressLog (4).pdf"
2022-06-04,"02:07AM","220600872","PHONE","DISTURBANCE & NOISE PARTY","3306-12 GRAND AVE","","NRSP","PressLog (4).pdf"
2022-06-04,"12:48AM","220600864","E911","DISORDERLY CONDUCT","4100 HASTINGS AVE","22001947","ARR","PressLog (4).pdf"
2022-06-04,"12:08AM","220600856","SELF","TRAFFIC STOP / ENFORCEMENT","LINCOLN WAY/STANTON AVE","","CIT","PressLog (4).pdf"
2022-06-03,"11:51PM","220600853","PHONE","PRIVATE TOW","1407 S GRAND AVE","","PTOW","PressLog (4).pdf"
2022-06-03,"11:37PM","220600850","W911","DISORDERLY CONDUCT","1107 28TH ST","","NOR","PressLog (4).pdf"
2022-06-03,"11:20PM","220600848","PHONE","CIVIL MATTER","611-2 KELLOGG AVE","","NOR","PressLog (4).pdf"
2022-06-03,"10:15PM","220600842","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","3300-175 GEORGE W CARVER AVE","","INFO","PressLog (4).pdf"
2022-06-03,"09:58PM","220600838","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","4208 HASTINGS AVE","","NOR","PressLog (4).pdf"
2022-06-03,"09:48PM","220600836","PHONE","DISTURBANCE & NOISE PARTY","3306-12 GRAND AVE","","NOR","PressLog (4).pdf"
2022-06-03,"09:31PM","220600832","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1000-BLK GARFIELD AVE","","UTL","PressLog (4).pdf"
2022-06-03,"09:31PM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1000-BLK GARFIELD AVE","","UTL","PressLog (4).pdf"
2022-06-03,"09:31PM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1000-BLK GARFIELD AVE","","UTL","PressLog (4).pdf"
2022-06-03,"09:31PM","","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1000-BLK GARFIELD AVE","","UTL","PressLog (4).pdf"
2022-06-03,"09:29PM","220600829","PHONE","SHOTS FIRED","3727 ONTARIO ST","","DUP","PressLog (4).pdf"
2022-06-03,"09:19PM","220600826","PHONE","JUVENILE TROUBLE","4715 HUTCHISON ST","","NOR","PressLog (4).pdf"
2022-06-03,"07:56PM","220600814","PHONE","THEFT / FRAUD / FORGERY","4611-218 MORTENSEN RD","22001946","RPT","PressLog (4).pdf"
2022-06-03,"07:43PM","220600811","PHONE","MEDICAL ASSIST/AMBULANCE CALL","221-202 CRYSTAL ST","","NRSP","PressLog (4).pdf"
2022-06-03,"07:36PM","220600808","PHONE","DISORDERLY CONDUCT","219-108 CRYSTAL ST","22001944","ARR","PressLog (4).pdf"
